group_id	#_items_in_group	lo_value	FDR
FAM53A	10	8.2184e-01	1.000000
SEC14L2	10	8.2204e-01	1.000000
ISOC2	10	8.2225e-01	1.000000
ZNF267	10	8.2230e-01	1.000000
TNIK	10	8.2233e-01	1.000000
CECR2	10	8.2242e-01	1.000000
C22orf46	10	8.2248e-01	1.000000
ZNF12	10	8.2251e-01	1.000000
ZNF518B	10	8.2253e-01	1.000000
MKNK2	10	8.2262e-01	1.000000
SFSWAP	10	8.2282e-01	1.000000
GORASP2	10	8.2285e-01	1.000000
KIAA1377	10	8.2328e-01	1.000000
NFATC3	10	8.2334e-01	1.000000
MAPK7	10	8.2351e-01	1.000000
RBL1	10	8.2357e-01	1.000000
FAM81A	10	8.2368e-01	1.000000
BCL9L	10	8.2389e-01	1.000000
ATN1	10	8.2394e-01	1.000000
ANKK1	10	8.2397e-01	1.000000
PDE1B	10	8.2401e-01	1.000000
ULK4	10	8.2406e-01	1.000000
FASLG	10	8.2414e-01	1.000000
DPF3	10	8.2417e-01	1.000000
GTF2H3	10	8.2443e-01	1.000000
ISY1	10	8.2489e-01	1.000000
ZNF283	10	8.2517e-01	1.000000
PTPN22	10	8.2531e-01	1.000000
DDX42	10	8.2537e-01	1.000000
BDP1	10	8.2540e-01	1.000000
ZNF695	10	8.2543e-01	1.000000
GPKOW	10	8.2565e-01	1.000000
FAM221B	10	8.2568e-01	1.000000
UBE2Z	10	8.2577e-01	1.000000
SMC1A	10	8.2594e-01	1.000000
UBXN6	10	8.2613e-01	1.000000
ARHGEF2	10	8.2619e-01	1.000000
BRE	10	8.2642e-01	1.000000
FAM5C	10	8.2662e-01	1.000000
TMEM132B	10	8.2667e-01	1.000000
DECR1	10	8.2673e-01	1.000000
TGFB2	10	8.2676e-01	1.000000
ZNF778	10	8.2694e-01	1.000000
SMARCA4	10	8.2698e-01	1.000000
C9orf9	10	8.2704e-01	1.000000
RSRC1	10	8.2715e-01	1.000000
XAB2	10	8.2726e-01	1.000000
USP28	10	8.2735e-01	1.000000
SUPT20H	10	8.2743e-01	1.000000
BCL6	10	8.2746e-01	1.000000
SLC7A6OS	10	8.2777e-01	1.000000
NCOA5	10	8.2799e-01	1.000000
FOXJ3	10	8.2802e-01	1.000000
FAM172A	10	8.2808e-01	1.000000
E2F6	10	8.2813e-01	1.000000
MYH10	10	8.2816e-01	1.000000
ZNF662	10	8.2844e-01	1.000000
KIAA1549L	10	8.2855e-01	1.000000
OSGIN2	10	8.2875e-01	1.000000
FOXI1	10	8.2883e-01	1.000000
ANXA1	10	8.2886e-01	1.000000
GIMAP4	10	8.2895e-01	1.000000
SRSF4	10	8.2900e-01	1.000000
PBX3	10	8.2903e-01	1.000000
MYCT1	10	8.2922e-01	1.000000
QKI	10	8.2928e-01	1.000000
LHX8	10	8.2931e-01	1.000000
NKX2-5	10	8.2934e-01	1.000000
CCDC114	10	8.2945e-01	1.000000
BECN1	10	8.2967e-01	1.000000
HEXIM2	10	8.2973e-01	1.000000
RBM38	10	8.2984e-01	1.000000
DACT1	10	8.2992e-01	1.000000
MAGI3	10	8.3003e-01	1.000000
ADD1	10	8.3011e-01	1.000000
C3orf62	10	8.3014e-01	1.000000
ZNF644	10	8.3050e-01	1.000000
C5orf28	10	8.3053e-01	1.000000
GTF3C4	10	8.3067e-01	1.000000
ZSCAN22	10	8.3072e-01	1.000000
ATF3	10	8.3075e-01	1.000000
TMEM235	10	8.3081e-01	1.000000
SIAH2	10	8.3089e-01	1.000000
FAM8A1	10	8.3094e-01	1.000000
GMEB2	10	8.3097e-01	1.000000
TMEM248	10	8.3103e-01	1.000000
TMEM249	10	8.3114e-01	1.000000
ZNF383	10	8.3122e-01	1.000000
C3orf52	10	8.3136e-01	1.000000
NMRAL1	10	8.3163e-01	1.000000
PABPN1	10	8.3202e-01	1.000000
PIK3R5	10	8.3213e-01	1.000000
PHGDH	10	8.3221e-01	1.000000
APAF1	10	8.3235e-01	1.000000
C10orf76	10	8.3259e-01	1.000000
ASRGL1	10	8.3298e-01	1.000000
CNBP	10	8.3308e-01	1.000000
SPDEF	10	8.3328e-01	1.000000
APOA1	10	8.3336e-01	1.000000
ZNF641	10	8.3344e-01	1.000000
MYLK	10	8.3360e-01	1.000000
CHD1L	10	8.3363e-01	1.000000
TEX15	10	8.3366e-01	1.000000
ZFP14	10	8.3374e-01	1.000000
FKBP5	10	8.3377e-01	1.000000
LRIF1	10	8.3379e-01	1.000000
CCDC42B	10	8.3387e-01	1.000000
CCDC127	10	8.3423e-01	1.000000
NOL6	10	8.3431e-01	1.000000
ZNF669	10	8.3455e-01	1.000000
SLC2A1	10	8.3496e-01	1.000000
PRKAB2	10	8.3507e-01	1.000000
C17orf80	10	8.3528e-01	1.000000
TMEM108	10	8.3536e-01	1.000000
AQP1	10	8.3539e-01	1.000000
GRHL2	10	8.3542e-01	1.000000
PLCG1	10	8.3558e-01	1.000000
MAMSTR	10	8.3590e-01	1.000000
UBE3B	10	8.3596e-01	1.000000
ADI1	10	8.3621e-01	1.000000
FAM135B	10	8.3625e-01	1.000000
MAPK11	10	8.3628e-01	1.000000
ULK1	10	8.3638e-01	1.000000
HNF1B	10	8.3663e-01	1.000000
ZNF605	10	8.3671e-01	1.000000
KIAA2013	10	8.3681e-01	1.000000
PAX7	10	8.3684e-01	1.000000
NOTCH4	10	8.3687e-01	1.000000
NAT14	10	8.3692e-01	1.000000
C1orf186	10	8.3695e-01	1.000000
EAPP	10	8.3711e-01	1.000000
TRIB2	10	8.3729e-01	1.000000
TACC2	10	8.3743e-01	1.000000
C2orf50	10	8.3745e-01	1.000000
RPS4Y1	38	8.3758e-01	1.000000
WDR11	10	8.3767e-01	1.000000
MSRA	10	8.3769e-01	1.000000
CCDC43	10	8.3799e-01	1.000000
SENP2	10	8.3815e-01	1.000000
CCDC148	10	8.3830e-01	1.000000
KIAA2026	10	8.3841e-01	1.000000
RFXAP	10	8.3905e-01	1.000000
DNAJB9	10	8.3926e-01	1.000000
TRIM41	10	8.3928e-01	1.000000
SNCAIP	10	8.3952e-01	1.000000
BCL2L13	10	8.3955e-01	1.000000
GAS6	10	8.3981e-01	1.000000
ZNF579	10	8.3986e-01	1.000000
CCDC141	10	8.3989e-01	1.000000
NR6A1	10	8.3992e-01	1.000000
SLC50A1	10	8.3998e-01	1.000000
ZNF843	10	8.4007e-01	1.000000
HECTD1	10	8.4028e-01	1.000000
FLT4	10	8.4044e-01	1.000000
CLUAP1	10	8.4060e-01	1.000000
DDX3X	10	8.4078e-01	1.000000
HES5	10	8.4117e-01	1.000000
ZNF165	10	8.4124e-01	1.000000
NUAK2	10	8.4139e-01	1.000000
HOXA11	10	8.4154e-01	1.000000
PSMB7	10	8.4156e-01	1.000000
BANF2	10	8.4167e-01	1.000000
NOP2	10	8.4177e-01	1.000000
POLB	10	8.4184e-01	1.000000
SAP130	10	8.4193e-01	1.000000
LSM2	10	8.4198e-01	1.000000
M1AP	10	8.4203e-01	1.000000
ZNF254	10	8.4219e-01	1.000000
E2F8	10	8.4229e-01	1.000000
STK32B	10	8.4237e-01	1.000000
C12orf75	10	8.4245e-01	1.000000
TMEM117	10	8.4263e-01	1.000000
APOBEC3C	10	8.4268e-01	1.000000
KIAA1147	10	8.4302e-01	1.000000
ELAVL1	10	8.4314e-01	1.000000
FHOD3	10	8.4330e-01	1.000000
CAMK2N2	10	8.4340e-01	1.000000
RAB1A	10	8.4343e-01	1.000000
PPIL1	10	8.4348e-01	1.000000
LMNB2	10	8.4351e-01	1.000000
PHKG1	10	8.4358e-01	1.000000
EIF2S1	10	8.4376e-01	1.000000
PAPD5	10	8.4392e-01	1.000000
VHLL	10	8.4402e-01	1.000000
S100A5	10	8.4417e-01	1.000000
DNAAF1	10	8.4423e-01	1.000000
ZYX	10	8.4446e-01	1.000000
WIBG	10	8.4453e-01	1.000000
RILPL1	10	8.4456e-01	1.000000
FAM214A	10	8.4471e-01	1.000000
CCDC85A	10	8.4479e-01	1.000000
PDCD6	10	8.4481e-01	1.000000
S100P	10	8.4492e-01	1.000000
FAM73A	10	8.4504e-01	1.000000
SPAST	10	8.4527e-01	1.000000
OLIG2	10	8.4553e-01	1.000000
CAPN3	10	8.4563e-01	1.000000
RGS13	10	8.4566e-01	1.000000
C11orf52	10	8.4583e-01	1.000000
MOBP	10	8.4599e-01	1.000000
C1orf122	10	8.4626e-01	1.000000
ZNF792	10	8.4629e-01	1.000000
THAP2	10	8.4649e-01	1.000000
GTF2E2	10	8.4664e-01	1.000000
RPP30	10	8.4677e-01	1.000000
CAND1	10	8.4705e-01	1.000000
CENPV	10	8.4712e-01	1.000000
TMEM104	10	8.4715e-01	1.000000
HES2	10	8.4730e-01	1.000000
ZNF547	10	8.4733e-01	1.000000
IFI16	10	8.4740e-01	1.000000
MYCL1	10	8.4743e-01	1.000000
HEXIM1	10	8.4753e-01	1.000000
SYF2	10	8.4778e-01	1.000000
DDX31	10	8.4780e-01	1.000000
ADAP1	10	8.4793e-01	1.000000
CCNB2	10	8.4803e-01	1.000000
HES3	10	8.4818e-01	1.000000
TCEANC	10	8.4826e-01	1.000000
RRM1	10	8.4833e-01	1.000000
AJUBA	10	8.4836e-01	1.000000
OCRL	10	8.4856e-01	1.000000
SP4	10	8.4858e-01	1.000000
ZNRD1	10	8.4861e-01	1.000000
SRY	10	8.4863e-01	1.000000
SHROOM4	10	8.4883e-01	1.000000
EDNRA	10	8.4901e-01	1.000000
SCRN1	10	8.4904e-01	1.000000
ALKBH6	10	8.4933e-01	1.000000
C7orf62	10	8.4955e-01	1.000000
OIT3	10	8.4960e-01	1.000000
ZNF83	10	8.4971e-01	1.000000
C10orf88	10	8.4978e-01	1.000000
ATXN1	10	8.5002e-01	1.000000
HOXB7	10	8.5017e-01	1.000000
ZBTB37	10	8.5022e-01	1.000000
DMBX1	10	8.5040e-01	1.000000
CCDC90B	10	8.5059e-01	1.000000
NKX3-1	10	8.5064e-01	1.000000
BTRC	10	8.5067e-01	1.000000
FAM213B	10	8.5089e-01	1.000000
C20orf112	10	8.5096e-01	1.000000
SFMBT1	10	8.5114e-01	1.000000
MIF4GD	10	8.5116e-01	1.000000
FAM184B	10	8.5119e-01	1.000000
KIAA1644	10	8.5150e-01	1.000000
HPGDS	10	8.5158e-01	1.000000
STK31	10	8.5173e-01	1.000000
BRD2	10	8.5182e-01	1.000000
MED4	10	8.5190e-01	1.000000
NXT1	10	8.5195e-01	1.000000
TMBIM6	10	8.5204e-01	1.000000
FGF4	10	8.5207e-01	1.000000
TTC19	10	8.5224e-01	1.000000
IRF4	10	8.5226e-01	1.000000
MYO10	10	8.5278e-01	1.000000
STK38	10	8.5280e-01	1.000000
GTF2A1L	10	8.5287e-01	1.000000
SLC16A3	10	8.5292e-01	1.000000
XRRA1	10	8.5312e-01	1.000000
EPM2A	10	8.5329e-01	1.000000
ANKRD28	10	8.5341e-01	1.000000
MACC1	10	8.5346e-01	1.000000
FBXO38	10	8.5360e-01	1.000000
DMTF1	10	8.5363e-01	1.000000
FAM71D	10	8.5397e-01	1.000000
NOS3	10	8.5405e-01	1.000000
EXOSC10	10	8.5414e-01	1.000000
TMEM56	10	8.5457e-01	1.000000
LIN54	10	8.5469e-01	1.000000
VSX1	10	8.5472e-01	1.000000
SPOP	10	8.5486e-01	1.000000
FAM216A	10	8.5493e-01	1.000000
KHDRBS3	10	8.5498e-01	1.000000
PAPD4	10	8.5539e-01	1.000000
ZNF652	10	8.5546e-01	1.000000
TTC37	10	8.5560e-01	1.000000
IRAK2	10	8.5627e-01	1.000000
NUP188	10	8.5635e-01	1.000000
TGIF2	10	8.5670e-01	1.000000
MSMB	10	8.5694e-01	1.000000
C11orf48	10	8.5706e-01	1.000000
ESRRG	10	8.5708e-01	1.000000
VAX1	10	8.5749e-01	1.000000
HDAC2	10	8.5758e-01	1.000000
C19orf77	10	8.5796e-01	1.000000
SHMT1	10	8.5810e-01	1.000000
NUP88	10	8.5827e-01	1.000000
TUB	10	8.5836e-01	1.000000
NOL9	10	8.5843e-01	1.000000
ZNF20	10	8.5862e-01	1.000000
NR1D2	10	8.5864e-01	1.000000
PRDM7	10	8.5895e-01	1.000000
RHOB	10	8.5897e-01	1.000000
ZIK1	10	8.5899e-01	1.000000
ZNF441	10	8.5904e-01	1.000000
ZC3H7B	10	8.5913e-01	1.000000
ZFYVE26	10	8.5930e-01	1.000000
C19orf57	10	8.5944e-01	1.000000
RBPJL	10	8.5965e-01	1.000000
ZNF689	10	8.5967e-01	1.000000
ZNF726	10	8.5977e-01	1.000000
TRIM63	10	8.5984e-01	1.000000
PRKCI	10	8.5986e-01	1.000000
PTBP1	10	8.5993e-01	1.000000
ELMOD1	10	8.5998e-01	1.000000
RHOXF1	10	8.6007e-01	1.000000
CXorf57	10	8.6009e-01	1.000000
ASCL1	10	8.6019e-01	1.000000
SIK2	10	8.6032e-01	1.000000
UBXN4	10	8.6046e-01	1.000000
SNTG1	10	8.6051e-01	1.000000
FAM181A	10	8.6056e-01	1.000000
LMX1A	10	8.6058e-01	1.000000
TMEM143	10	8.6067e-01	1.000000
MAST1	10	8.6089e-01	1.000000
HAT1	10	8.6100e-01	1.000000
C21orf58	10	8.6104e-01	1.000000
C17orf89	10	8.6121e-01	1.000000
WEE1	10	8.6153e-01	1.000000
NUP62CL	10	8.6199e-01	1.000000
PLK1	10	8.6217e-01	1.000000
LIMS2	10	8.6236e-01	1.000000
PCBD2	10	8.6259e-01	1.000000
CCDC36	10	8.6275e-01	1.000000
IRX2	10	8.6282e-01	1.000000
TEX37	10	8.6285e-01	1.000000
DQX1	10	8.6288e-01	1.000000
ZSCAN25	10	8.6332e-01	1.000000
C22orf15	10	8.6334e-01	1.000000
ZEB1	10	8.6350e-01	1.000000
LOC100127983	10	8.6359e-01	1.000000
TATDN2	10	8.6366e-01	1.000000
KATNA1	10	8.6391e-01	1.000000
CDKL1	10	8.6416e-01	1.000000
ENO1	10	8.6425e-01	1.000000
ZBED2	10	8.6441e-01	1.000000
FAM86A	10	8.6448e-01	1.000000
SETD3	10	8.6486e-01	1.000000
ZNF385C	10	8.6488e-01	1.000000
TMEM185A	10	8.6513e-01	1.000000
NR1D1	10	8.6531e-01	1.000000
STK16	10	8.6540e-01	1.000000
C19orf10	10	8.6549e-01	1.000000
HIST1H1B	10	8.6556e-01	1.000000
CCDC15	10	8.6563e-01	1.000000
ADARB2	10	8.6567e-01	1.000000
CCDC85C	10	8.6578e-01	1.000000
ZFAND2B	10	8.6594e-01	1.000000
PIAS3	10	8.6610e-01	1.000000
RNF112	10	8.6628e-01	1.000000
KDM5B	10	8.6630e-01	1.000000
PTTG2	10	8.6632e-01	1.000000
FAM3D	10	8.6648e-01	1.000000
PARP9	10	8.6650e-01	1.000000
ACD	10	8.6668e-01	1.000000
C20orf195	10	8.6697e-01	1.000000
GBP4	10	8.6708e-01	1.000000
THOC7	10	8.6717e-01	1.000000
RPL39	4	8.6727e-01	1.000000
ZNF385B	10	8.6732e-01	1.000000
CTNND1	10	8.6739e-01	1.000000
PAXBP1	10	8.6741e-01	1.000000
CENPP	10	8.6757e-01	1.000000
PTPN2	10	8.6765e-01	1.000000
CLCC1	10	8.6796e-01	1.000000
C2orf62	10	8.6801e-01	1.000000
CCDC146	10	8.6803e-01	1.000000
HKDC1	10	8.6810e-01	1.000000
ZNF443	10	8.6838e-01	1.000000
CCNL2	10	8.6847e-01	1.000000
FEZF2	10	8.6865e-01	1.000000
KPNA7	10	8.6869e-01	1.000000
ZNF131	10	8.6879e-01	1.000000
PIP5K1C	10	8.6885e-01	1.000000
ANKLE2	10	8.6896e-01	1.000000
RPA4	10	8.6902e-01	1.000000
TTBK2	10	8.6933e-01	1.000000
APBA1	10	8.6948e-01	1.000000
C1orf159	10	8.6953e-01	1.000000
GTF2A1	10	8.6966e-01	1.000000
RORC	10	8.6970e-01	1.000000
MAPK14	10	8.6977e-01	1.000000
DUSP5	10	8.6979e-01	1.000000
BARX2	10	8.6987e-01	1.000000
KLHL7	10	8.6996e-01	1.000000
TSPYL6	10	8.7003e-01	1.000000
C1orf85	10	8.7014e-01	1.000000
LEF1	10	8.7029e-01	1.000000
MLF1	10	8.7035e-01	1.000000
MPLKIP	10	8.7042e-01	1.000000
SYTL4	10	8.7070e-01	1.000000
ZHX2	10	8.7092e-01	1.000000
SUPT5H	10	8.7096e-01	1.000000
HCFC1R1	10	8.7113e-01	1.000000
COTL1	10	8.7116e-01	1.000000
RNF10	10	8.7135e-01	1.000000
WDR6	10	8.7152e-01	1.000000
ZNF236	10	8.7159e-01	1.000000
ACTRT3	10	8.7163e-01	1.000000
POLR3F	10	8.7189e-01	1.000000
NUPR1	10	8.7203e-01	1.000000
MARK4	10	8.7210e-01	1.000000
MYT1L	10	8.7225e-01	1.000000
FAM180B	10	8.7238e-01	1.000000
C1orf198	10	8.7253e-01	1.000000
TAF4B	10	8.7264e-01	1.000000
TOR1AIP2	10	8.7281e-01	1.000000
HDGF	10	8.7305e-01	1.000000
LATS1	10	8.7315e-01	1.000000
DLD	10	8.7332e-01	1.000000
KIF20B	10	8.7339e-01	1.000000
C6orf120	10	8.7341e-01	1.000000
ETV5	10	8.7373e-01	1.000000
KCNH1	10	8.7375e-01	1.000000
HAND2	10	8.7394e-01	1.000000
MDM4	10	8.7413e-01	1.000000
TMEM135	10	8.7428e-01	1.000000
MESP2	10	8.7430e-01	1.000000
TPD52L1	10	8.7432e-01	1.000000
ZNF576	10	8.7451e-01	1.000000
LTC4S	10	8.7462e-01	1.000000
DLX3	10	8.7464e-01	1.000000
EID3	10	8.7476e-01	1.000000
CDAN1	10	8.7493e-01	1.000000
NUP85	10	8.7506e-01	1.000000
C5orf45	10	8.7527e-01	1.000000
SPOPL	10	8.7533e-01	1.000000
C16orf87	10	8.7548e-01	1.000000
TAOK2	10	8.7560e-01	1.000000
NDNL2	10	8.7569e-01	1.000000
TMEM99	10	8.7575e-01	1.000000
PRKAG3	10	8.7585e-01	1.000000
CCNG1	10	8.7621e-01	1.000000
ZNF585A	10	8.7623e-01	1.000000
MAFA	10	8.7638e-01	1.000000
LRRC16A	10	8.7646e-01	1.000000
HOXB4	10	8.7652e-01	1.000000
STAT4	10	8.7700e-01	1.000000
TXNL4B	10	8.7708e-01	1.000000
SESN1	10	8.7719e-01	1.000000
SPTBN4	10	8.7725e-01	1.000000
IKZF5	10	8.7741e-01	1.000000
MGST3	10	8.7750e-01	1.000000
FABP6	10	8.7752e-01	1.000000
ZIC2	10	8.7756e-01	1.000000
NELFA	10	8.7770e-01	1.000000
TAOK3	10	8.7803e-01	1.000000
BRMS1	10	8.7805e-01	1.000000
RFX1	10	8.7812e-01	1.000000
CCDC170	10	8.7828e-01	1.000000
MITF	10	8.7834e-01	1.000000
RERG	10	8.7853e-01	1.000000
FAM101A	10	8.7875e-01	1.000000
SORT1	10	8.7887e-01	1.000000
AGPAT5	10	8.7891e-01	1.000000
E2F4	10	8.7906e-01	1.000000
EPHA6	10	8.7920e-01	1.000000
MAD1L1	10	8.7949e-01	1.000000
SIM1	10	8.7953e-01	1.000000
TWIST1	10	8.7973e-01	1.000000
PTPRE	10	8.7981e-01	1.000000
ZNF610	10	8.8024e-01	1.000000
MYO18B	10	8.8030e-01	1.000000
ZDHHC12	10	8.8035e-01	1.000000
NCDN	10	8.8040e-01	1.000000
C6orf118	10	8.8048e-01	1.000000
ATF4	10	8.8052e-01	1.000000
C12orf52	10	8.8058e-01	1.000000
DPPA2	10	8.8083e-01	1.000000
RIPK4	10	8.8092e-01	1.000000
FAM118B	10	8.8115e-01	1.000000
SMARCB1	10	8.8129e-01	1.000000
MRFAP1	10	8.8135e-01	1.000000
AIMP2	10	8.8147e-01	1.000000
CCDC172	10	8.8153e-01	1.000000
C11orf65	10	8.8155e-01	1.000000
SP140	10	8.8161e-01	1.000000
PROX2	10	8.8166e-01	1.000000
KIAA1257	10	8.8171e-01	1.000000
FGF18	10	8.8181e-01	1.000000
ZNF33A	10	8.8183e-01	1.000000
HEATR1	10	8.8213e-01	1.000000
ZNF366	10	8.8225e-01	1.000000
U2AF2	10	8.8245e-01	1.000000
ZNF14	10	8.8249e-01	1.000000
C2orf69	10	8.8258e-01	1.000000
ZNF221	10	8.8262e-01	1.000000
SCRT2	10	8.8264e-01	1.000000
PHF21A	10	8.8278e-01	1.000000
FAM173A	10	8.8281e-01	1.000000
PCGF6	10	8.8288e-01	1.000000
CRY1	10	8.8290e-01	1.000000
SOX2	10	8.8300e-01	1.000000
CUEDC2	10	8.8305e-01	1.000000
TEAD1	10	8.8314e-01	1.000000
RASSF2	10	8.8320e-01	1.000000
H1F0	10	8.8336e-01	1.000000
TSNAX	10	8.8342e-01	1.000000
ZNF503	10	8.8346e-01	1.000000
KIF25	10	8.8358e-01	1.000000
AZI1	10	8.8361e-01	1.000000
IER3	10	8.8365e-01	1.000000
NFXL1	10	8.8389e-01	1.000000
TDRD9	10	8.8397e-01	1.000000
DDX17	10	8.8401e-01	1.000000
RAD54L	10	8.8409e-01	1.000000
EEF2K	10	8.8421e-01	1.000000
ITGB1	10	8.8424e-01	1.000000
C6orf163	10	8.8454e-01	1.000000
ZNF92	10	8.8460e-01	1.000000
BSPRY	10	8.8477e-01	1.000000
DNAJB11	10	8.8481e-01	1.000000
LGALS1	10	8.8483e-01	1.000000
HMGB2	10	8.8489e-01	1.000000
HUS1B	10	8.8495e-01	1.000000
ZNF711	10	8.8499e-01	1.000000
ADCY1	10	8.8509e-01	1.000000
FOXA2	10	8.8514e-01	1.000000
BRPF3	10	8.8524e-01	1.000000
RPS26	18	8.8527e-01	1.000000
DEF6	10	8.8534e-01	1.000000
CBX6	10	8.8545e-01	1.000000
FAM136A	10	8.8555e-01	1.000000
CD38	10	8.8557e-01	1.000000
EYA1	10	8.8559e-01	1.000000
CASK	10	8.8565e-01	1.000000
APBB1	10	8.8571e-01	1.000000
CCDC67	10	8.8573e-01	1.000000
FOXO3	10	8.8575e-01	1.000000
FAM189B	10	8.8596e-01	1.000000
ZNF606	10	8.8606e-01	1.000000
C19orf80	10	8.8617e-01	1.000000
TBRG1	10	8.8635e-01	1.000000
RBM23	10	8.8652e-01	1.000000
HEY1	10	8.8662e-01	1.000000
CLIC3	10	8.8664e-01	1.000000
ROR2	10	8.8677e-01	1.000000
SOD3	10	8.8681e-01	1.000000
ZNF557	10	8.8685e-01	1.000000
H1FX	10	8.8710e-01	1.000000
CDK5R2	10	8.8729e-01	1.000000
PPARD	10	8.8735e-01	1.000000
SPATS2L	10	8.8758e-01	1.000000
EIF3E	10	8.8767e-01	1.000000
TMEM82	10	8.8781e-01	1.000000
RFX2	10	8.8788e-01	1.000000
TUBA1A	10	8.8804e-01	1.000000
POGZ	10	8.8811e-01	1.000000
MAP3K9	10	8.8813e-01	1.000000
ZNF37A	10	8.8817e-01	1.000000
RAF1	10	8.8823e-01	1.000000
C14orf79	10	8.8830e-01	1.000000
BNIP3L	10	8.8832e-01	1.000000
JAK2	10	8.8842e-01	1.000000
LMCD1	10	8.8851e-01	1.000000
RBFOX1	10	8.8864e-01	1.000000
FAM109B	10	8.8898e-01	1.000000
ZFP69B	10	8.8906e-01	1.000000
C16orf52	10	8.8934e-01	1.000000
AEBP2	10	8.8936e-01	1.000000
TYK2	10	8.8951e-01	1.000000
CSF1R	10	8.8953e-01	1.000000
ZNFX1	10	8.8955e-01	1.000000
ZNF292	10	8.8964e-01	1.000000
ZNF521	10	8.9006e-01	1.000000
NGFRAP1	10	8.9026e-01	1.000000
C19orf81	10	8.9039e-01	1.000000
ARVCF	10	8.9045e-01	1.000000
ARL4C	10	8.9064e-01	1.000000
GATAD1	10	8.9066e-01	1.000000
RBM17	10	8.9071e-01	1.000000
C19orf12	10	8.9073e-01	1.000000
DGKZ	10	8.9088e-01	1.000000
ATF6	10	8.9092e-01	1.000000
CCDC6	10	8.9099e-01	1.000000
C11orf58	10	8.9123e-01	1.000000
RFC1	10	8.9129e-01	1.000000
STYK1	10	8.9144e-01	1.000000
LIN28B	10	8.9145e-01	1.000000
EPAS1	10	8.9151e-01	1.000000
ANXA7	10	8.9160e-01	1.000000
LSMD1	10	8.9168e-01	1.000000
ITGB1BP1	10	8.9170e-01	1.000000
C3orf33	10	8.9182e-01	1.000000
HOXD4	10	8.9203e-01	1.000000
WDR70	10	8.9205e-01	1.000000
TMEM189	10	8.9218e-01	1.000000
CERS4	10	8.9229e-01	1.000000
PIWIL4	10	8.9247e-01	1.000000
KLF17	10	8.9289e-01	1.000000
BCL3	10	8.9295e-01	1.000000
ZFAND1	10	8.9300e-01	1.000000
FAM5B	10	8.9304e-01	1.000000
TBX1	10	8.9340e-01	1.000000
ZC3H15	10	8.9347e-01	1.000000
TNNI3K	10	8.9359e-01	1.000000
EHD3	10	8.9362e-01	1.000000
NTRK2	10	8.9366e-01	1.000000
CLSTN1	10	8.9379e-01	1.000000
BACH2	10	8.9388e-01	1.000000
TMEM205	10	8.9398e-01	1.000000
HIST1H2AC	10	8.9413e-01	1.000000
C16orf54	10	8.9422e-01	1.000000
IRX5	10	8.9440e-01	1.000000
QSOX2	10	8.9473e-01	1.000000
BATF2	10	8.9500e-01	1.000000
NFIL3	10	8.9503e-01	1.000000
POU2AF1	10	8.9512e-01	1.000000
PCNA	10	8.9519e-01	1.000000
IL33	10	8.9539e-01	1.000000
SPG20	10	8.9573e-01	1.000000
KLF1	10	8.9611e-01	1.000000
CDCA2	10	8.9614e-01	1.000000
STARD9	10	8.9618e-01	1.000000
ZNF528	10	8.9651e-01	1.000000
GON4L	10	8.9653e-01	1.000000
COIL	10	8.9666e-01	1.000000
CCDC167	10	8.9676e-01	1.000000
RRN3	10	8.9692e-01	1.000000
CMPK2	10	8.9694e-01	1.000000
ZNF382	10	8.9701e-01	1.000000
ZNF107	10	8.9715e-01	1.000000
SGK3	10	8.9749e-01	1.000000
VWA5A	10	8.9765e-01	1.000000
ZCCHC8	10	8.9768e-01	1.000000
NCOA7	10	8.9773e-01	1.000000
NOVA2	10	8.9793e-01	1.000000
ARID5A	10	8.9800e-01	1.000000
HNRNPAB	10	8.9814e-01	1.000000
FAM168B	10	8.9828e-01	1.000000
WDR31	10	8.9829e-01	1.000000
RCHY1	10	8.9845e-01	1.000000
FAM160A1	10	8.9864e-01	1.000000
RASL10A	10	8.9871e-01	1.000000
ZNF420	10	8.9878e-01	1.000000
EIF4G3	10	8.9880e-01	1.000000
SRSF9	10	8.9892e-01	1.000000
NR1H4	10	8.9903e-01	1.000000
SENP7	10	8.9906e-01	1.000000
CUZD1	10	8.9937e-01	1.000000
ANKRD7	10	8.9941e-01	1.000000
KIAA0319	10	8.9965e-01	1.000000
TBX15	10	8.9970e-01	1.000000
RBM6	10	8.9987e-01	1.000000
LIMK2	10	9.0034e-01	1.000000
TMEM234	10	9.0035e-01	1.000000
JDP2	10	9.0047e-01	1.000000
PHC3	10	9.0051e-01	1.000000
ZNF222	10	9.0083e-01	1.000000
AP5Z1	10	9.0087e-01	1.000000
TSC2	10	9.0100e-01	1.000000
CASP7	10	9.0102e-01	1.000000
CDK1	10	9.0128e-01	1.000000
POLA2	10	9.0162e-01	1.000000
C8orf33	10	9.0179e-01	1.000000
SNAI1	10	9.0197e-01	1.000000
RBM20	10	9.0199e-01	1.000000
TMEM86B	10	9.0202e-01	1.000000
SENP6	10	9.0217e-01	1.000000
HDLBP	10	9.0232e-01	1.000000
ARNT	10	9.0254e-01	1.000000
DMC1	10	9.0260e-01	1.000000
LBX2	10	9.0265e-01	1.000000
CSNK1E	10	9.0266e-01	1.000000
TMEM45A	10	9.0268e-01	1.000000
LRRK1	10	9.0271e-01	1.000000
ATP1B4	10	9.0273e-01	1.000000
TRERF1	10	9.0280e-01	1.000000
