group_id	#_items_in_group	lo_value	FDR
SCAND1	10	7.2913e-01	1.000000
OXR1	10	7.2913e-01	1.000000
ZBTB18	10	7.2913e-01	1.000000
NOS3	10	7.2913e-01	1.000000
MAST1	10	7.2913e-01	1.000000
TMEM105	10	7.3803e-01	1.000000
CDK14	10	7.3803e-01	1.000000
ZBED2	10	7.3803e-01	1.000000
ZEB1	10	7.3803e-01	1.000000
C11orf63	10	7.3803e-01	1.000000
FAM19A3	10	7.3803e-01	1.000000
HDLBP	10	7.3803e-01	1.000000
ZBP1	10	7.3803e-01	1.000000
BCL2L13	10	7.3803e-01	1.000000
FAM131A	10	7.3803e-01	1.000000
ZCWPW1	10	7.3803e-01	1.000000
FOXR2	10	7.3803e-01	1.000000
GMNN	10	7.3803e-01	1.000000
CHEK2	10	7.3803e-01	1.000000
GAS6	10	7.3803e-01	1.000000
FOXN3	10	7.3803e-01	1.000000
TMUB1	10	7.3803e-01	1.000000
BECN1	10	7.3803e-01	1.000000
PDCD11	10	7.3803e-01	1.000000
FHOD3	10	7.3803e-01	1.000000
MAP2K3	10	7.3803e-01	1.000000
OCRL	10	7.3803e-01	1.000000
TINF2	10	7.3803e-01	1.000000
TBX1	10	7.3803e-01	1.000000
POLI	10	7.3803e-01	1.000000
DYNC1H1	10	7.3803e-01	1.000000
AAAS	10	7.3803e-01	1.000000
PTRF	10	7.3803e-01	1.000000
KIAA0319	10	7.3803e-01	1.000000
PTK2B	10	7.3803e-01	1.000000
ALKBH6	10	7.3803e-01	1.000000
NCR1	10	7.3803e-01	1.000000
KLHDC3	10	7.3803e-01	1.000000
BLVRB	10	7.3803e-01	1.000000
PRPF8	10	7.3803e-01	1.000000
PLK1	10	7.3803e-01	1.000000
AEBP2	10	7.3803e-01	1.000000
SPOPL	10	7.3803e-01	1.000000
ZNF671	10	7.3803e-01	1.000000
TSPYL1	10	7.3803e-01	1.000000
KCNIP3	10	7.3803e-01	1.000000
PER3	10	7.3803e-01	1.000000
NFKB2	10	7.3803e-01	1.000000
NKX3-2	10	7.4388e-01	1.000000
VSX1	10	7.4388e-01	1.000000
RANBP9	10	7.4388e-01	1.000000
ITK	10	7.4388e-01	1.000000
BNIP1	10	7.4388e-01	1.000000
MESP2	10	7.4388e-01	1.000000
C6orf118	10	7.4388e-01	1.000000
NFKBIB	10	7.4388e-01	1.000000
BNIP2	10	7.4388e-01	1.000000
HOXC4	10	7.4388e-01	1.000000
CCDC88C	10	7.4388e-01	1.000000
SLC2A9	10	7.4388e-01	1.000000
GMNC	10	7.4388e-01	1.000000
MDM4	10	7.4388e-01	1.000000
PAGR1	10	7.4388e-01	1.000000
PRSS23	10	7.4388e-01	1.000000
KLF17	10	7.4388e-01	1.000000
NHLRC1	10	7.4388e-01	1.000000
PKN3	10	7.4388e-01	1.000000
UBQLN1	10	7.4388e-01	1.000000
ACTL7A	10	7.4388e-01	1.000000
CHMP5	10	7.4388e-01	1.000000
DMC1	10	7.4388e-01	1.000000
MYT1L	10	7.4388e-01	1.000000
ZNF711	10	7.4388e-01	1.000000
TRNP1	10	7.4388e-01	1.000000
TLE6	10	7.4388e-01	1.000000
ZSCAN22	10	7.4388e-01	1.000000
C2CD4B	10	7.4388e-01	1.000000
TDG	10	7.4388e-01	1.000000
COPS3	10	7.4388e-01	1.000000
ZFYVE21	10	7.4388e-01	1.000000
MAGEA11	10	7.4388e-01	1.000000
EIF2S1	10	7.4388e-01	1.000000
EYA1	10	7.4388e-01	1.000000
DIP2A	10	7.4388e-01	1.000000
PAX1	10	7.4388e-01	1.000000
BNIP3	10	7.4388e-01	1.000000
PREP	10	7.4388e-01	1.000000
TMEM205	10	7.4929e-01	1.000000
NPAS1	10	7.4929e-01	1.000000
RSBN1	10	7.4929e-01	1.000000
ZC3H7B	10	7.4929e-01	1.000000
RNF14	10	7.4929e-01	1.000000
NDEL1	10	7.4929e-01	1.000000
IRX5	10	7.4929e-01	1.000000
IFI16	10	7.4929e-01	1.000000
C12orf29	10	7.4929e-01	1.000000
CDKL3	10	7.4929e-01	1.000000
ZNF576	10	7.4929e-01	1.000000
ZNF397	10	7.4929e-01	1.000000
FEV	10	7.4929e-01	1.000000
ATF3	10	7.4929e-01	1.000000
IKZF5	10	7.4929e-01	1.000000
BCL9L	10	7.4929e-01	1.000000
C2orf62	10	7.4929e-01	1.000000
C12orf52	10	7.4929e-01	1.000000
C11orf86	10	7.4929e-01	1.000000
MTPN	10	7.4929e-01	1.000000
HEATR1	10	7.4929e-01	1.000000
C15orf56	10	7.4929e-01	1.000000
PARG	10	7.4929e-01	1.000000
RCL1	10	7.4929e-01	1.000000
CLIC3	10	7.4929e-01	1.000000
HDAC2	10	7.4929e-01	1.000000
TBRG1	10	7.4929e-01	1.000000
TMEM64	10	7.4929e-01	1.000000
ZNF382	10	7.4929e-01	1.000000
RFC1	10	7.4929e-01	1.000000
PIAS3	10	7.4929e-01	1.000000
HOXB7	10	7.4929e-01	1.000000
NAA11	10	7.4929e-01	1.000000
BCL10	10	7.4929e-01	1.000000
MBD5	10	7.4929e-01	1.000000
LRRK1	10	7.4929e-01	1.000000
TMEM87A	10	7.4929e-01	1.000000
LIG3	10	7.4929e-01	1.000000
LRWD1	10	7.4929e-01	1.000000
ZNF597	10	7.4929e-01	1.000000
ALK	10	7.4929e-01	1.000000
C4orf6	10	7.5851e-01	1.000000
ATP1B4	10	7.5851e-01	1.000000
NUP62	10	7.5851e-01	1.000000
LEMD3	10	7.5851e-01	1.000000
RCOR1	10	7.5851e-01	1.000000
DGCR6L	10	7.5851e-01	1.000000
YWHAB	10	7.5851e-01	1.000000
MAGEC2	10	7.5851e-01	1.000000
NTRK2	10	7.5851e-01	1.000000
DDB2	10	7.5851e-01	1.000000
HECW1	10	7.5851e-01	1.000000
HIST1H2BM	10	7.5851e-01	1.000000
JRKL	10	7.5851e-01	1.000000
HDAC5	10	7.5851e-01	1.000000
EHD3	10	7.5851e-01	1.000000
PPP2R5C	10	7.5851e-01	1.000000
MLKL	10	7.5851e-01	1.000000
ZNF24	10	7.5851e-01	1.000000
NCOA6	10	7.5851e-01	1.000000
XAB2	10	7.5851e-01	1.000000
C20orf85	10	7.5851e-01	1.000000
C16orf54	10	7.5851e-01	1.000000
RFWD2	10	7.5851e-01	1.000000
ADAM12	10	7.5851e-01	1.000000
SGOL2	10	7.5851e-01	1.000000
CCDC67	10	7.5851e-01	1.000000
ZC3HC1	10	7.5851e-01	1.000000
DRGX	10	7.5851e-01	1.000000
C6orf99	10	7.5851e-01	1.000000
DSCR6	10	7.5851e-01	1.000000
RGS7	10	7.5851e-01	1.000000
MAPK11	10	7.5851e-01	1.000000
CCDC24	10	7.5851e-01	1.000000
TMEM72	10	7.5851e-01	1.000000
CNOT4	10	7.5851e-01	1.000000
GTF2A1L	10	7.5851e-01	1.000000
BCAS2	10	7.5851e-01	1.000000
CCNG1	10	7.7194e-01	1.000000
C1orf122	10	7.7194e-01	1.000000
TTBK1	10	7.7194e-01	1.000000
C5orf45	10	7.7194e-01	1.000000
ONECUT1	10	7.7194e-01	1.000000
MED4	10	7.7194e-01	1.000000
ZNF566	10	7.7194e-01	1.000000
IRX2	10	7.7194e-01	1.000000
FLT4	10	7.7194e-01	1.000000
ITCH	10	7.7194e-01	1.000000
PARL	10	7.7194e-01	1.000000
ZNF283	10	7.7194e-01	1.000000
MOB2	10	7.7194e-01	1.000000
CIB1	10	7.7194e-01	1.000000
CPT2	10	7.7194e-01	1.000000
DUSP5	10	7.7194e-01	1.000000
ZNF532	10	7.7194e-01	1.000000
STAM2	10	7.7194e-01	1.000000
STK16	10	7.7194e-01	1.000000
CEP164	10	7.7194e-01	1.000000
ACD	10	7.7194e-01	1.000000
SEC14L2	10	7.7194e-01	1.000000
ABCC1	10	7.7194e-01	1.000000
FAM166A	10	7.7194e-01	1.000000
SOCS7	10	7.8425e-01	1.000000
FGF18	10	7.8425e-01	1.000000
DPPA2	10	7.8425e-01	1.000000
ADK	10	7.8425e-01	1.000000
LZTS2	10	7.8425e-01	1.000000
ZNF579	10	7.8425e-01	1.000000
DNAJB9	10	7.8425e-01	1.000000
FAM65B	10	7.8425e-01	1.000000
ZNF843	10	7.8425e-01	1.000000
FAM168A	10	7.8425e-01	1.000000
NR2C2	10	7.8425e-01	1.000000
HOXD10	10	7.8425e-01	1.000000
HIST1H2BA	10	7.8425e-01	1.000000
CAPG	10	7.8425e-01	1.000000
LTC4S	10	7.8425e-01	1.000000
CCDC87	10	7.8425e-01	1.000000
ZNF221	10	7.8425e-01	1.000000
TRPC7	10	7.8425e-01	1.000000
BPTF	10	7.8425e-01	1.000000
SMC1B	10	7.8425e-01	1.000000
TMEM91	10	7.8425e-01	1.000000
MAMSTR	10	7.8425e-01	1.000000
TMEM82	10	7.8425e-01	1.000000
PRDM5	10	7.8425e-01	1.000000
C4orf19	10	7.8425e-01	1.000000
PON2	10	7.8425e-01	1.000000
AKT2	10	7.8425e-01	1.000000
MAP4	10	7.8425e-01	1.000000
FAM120AOS	10	7.8425e-01	1.000000
CCDC90B	10	7.9641e-01	1.000000
ZNF669	10	7.9641e-01	1.000000
FGD2	10	7.9641e-01	1.000000
ZNF662	10	7.9641e-01	1.000000
AGPAT3	10	7.9641e-01	1.000000
FAM20A	10	7.9641e-01	1.000000
WDR74	10	7.9641e-01	1.000000
FAM118B	10	7.9641e-01	1.000000
ZBTB12	10	7.9641e-01	1.000000
SYN1	10	7.9641e-01	1.000000
TRIM24	10	7.9641e-01	1.000000
NSMCE4A	10	7.9641e-01	1.000000
BLZF1	10	7.9641e-01	1.000000
C10orf2	10	7.9641e-01	1.000000
IRAK2	10	7.9641e-01	1.000000
SHOC2	10	7.9641e-01	1.000000
DIEXF	10	7.9641e-01	1.000000
ZCCHC11	10	7.9641e-01	1.000000
TIA1	10	7.9641e-01	1.000000
ESRP2	10	7.9641e-01	1.000000
MEI1	10	7.9641e-01	1.000000
FAM120B	10	7.9641e-01	1.000000
SIPA1	10	8.0810e-01	1.000000
THRA	10	8.0810e-01	1.000000
ATXN3	10	8.0810e-01	1.000000
MARCKS	10	8.0810e-01	1.000000
EZH1	10	8.0810e-01	1.000000
R3HDM4	10	8.0810e-01	1.000000
ZNF124	10	8.0810e-01	1.000000
OGFOD1	10	8.0810e-01	1.000000
CCDC127	10	8.0810e-01	1.000000
CORO1A	10	8.0810e-01	1.000000
C1orf61	10	8.0810e-01	1.000000
BMPR1B	10	8.0810e-01	1.000000
TLE2	10	8.0810e-01	1.000000
VENTX	10	8.0810e-01	1.000000
DYNLT1	10	8.0810e-01	1.000000
DDX56	10	8.0810e-01	1.000000
PPP3CA	10	8.0810e-01	1.000000
MOBP	10	8.0810e-01	1.000000
SEPT3	10	8.0810e-01	1.000000
DACT1	10	8.0810e-01	1.000000
NUPR1	10	8.0810e-01	1.000000
PID1	10	8.0810e-01	1.000000
TMEM189	10	8.0810e-01	1.000000
TRIM63	10	8.0810e-01	1.000000
MGST1	10	8.0810e-01	1.000000
ATPAF2	10	8.1904e-01	1.000000
PRKD2	10	8.1904e-01	1.000000
TMEM145	10	8.1904e-01	1.000000
CHD3	10	8.1904e-01	1.000000
NEK7	10	8.1904e-01	1.000000
SCYL3	10	8.1904e-01	1.000000
ZNF146	10	8.1904e-01	1.000000
LBX2	10	8.1904e-01	1.000000
PPP2R2D	10	8.1904e-01	1.000000
H2AFJ	10	8.1904e-01	1.000000
FAM185A	10	8.1904e-01	1.000000
WDR60	10	8.1904e-01	1.000000
ZNF652	10	8.1904e-01	1.000000
COMMD1	10	8.1904e-01	1.000000
NRK	10	8.1904e-01	1.000000
MYLK	10	8.1904e-01	1.000000
ZNF518B	10	8.1904e-01	1.000000
MNT	10	8.1904e-01	1.000000
MMS22L	10	8.1904e-01	1.000000
GORASP1	10	8.1904e-01	1.000000
UBXN6	10	8.1904e-01	1.000000
CBLB	10	8.1904e-01	1.000000
C19orf45	10	8.1904e-01	1.000000
EME1	10	8.1904e-01	1.000000
HEXIM2	10	8.1904e-01	1.000000
MGST3	10	8.1904e-01	1.000000
C11orf85	10	8.1904e-01	1.000000
RRM1	10	8.1904e-01	1.000000
COTL1	10	8.1904e-01	1.000000
LMO7	10	8.1904e-01	1.000000
HECTD1	10	8.1904e-01	1.000000
C1orf101	10	8.1904e-01	1.000000
control	100	8.2514e-01	1.000000
CCDC27	10	8.2925e-01	1.000000
SYF2	10	8.2925e-01	1.000000
TMEM59	10	8.2925e-01	1.000000
C4orf48	10	8.2925e-01	1.000000
SLC16A3	10	8.2925e-01	1.000000
MYSM1	10	8.2925e-01	1.000000
HPGDS	10	8.2925e-01	1.000000
C7orf50	10	8.2925e-01	1.000000
PSMB8	10	8.2925e-01	1.000000
ZNF142	10	8.2925e-01	1.000000
HKDC1	10	8.2925e-01	1.000000
C1orf198	10	8.2925e-01	1.000000
ZNF684	10	8.2925e-01	1.000000
POLR1A	10	8.2925e-01	1.000000
ZNF714	10	8.2925e-01	1.000000
T	10	8.2925e-01	1.000000
PRKCD	10	8.2925e-01	1.000000
ZNF789	10	8.2925e-01	1.000000
C21orf58	10	8.2925e-01	1.000000
MAFG	10	8.2925e-01	1.000000
NUP214	10	8.2925e-01	1.000000
TLK1	10	8.2925e-01	1.000000
APOBEC3C	10	8.2925e-01	1.000000
ATF6	10	8.2925e-01	1.000000
ZNF564	10	8.2925e-01	1.000000
NOVA2	10	8.2925e-01	1.000000
C14orf2	10	8.2925e-01	1.000000
RYK	10	8.2925e-01	1.000000
FBXL4	10	8.2925e-01	1.000000
ZNF534	10	8.2925e-01	1.000000
FAM214A	10	8.2925e-01	1.000000
FAM163B	10	8.3931e-01	1.000000
SETD6	10	8.3931e-01	1.000000
ZNF366	10	8.3931e-01	1.000000
C7orf43	10	8.3931e-01	1.000000
MORC2	10	8.3931e-01	1.000000
CDCA2	10	8.3931e-01	1.000000
EPHA6	10	8.3931e-01	1.000000
HAUS6	10	8.3931e-01	1.000000
ZFY	10	8.3931e-01	1.000000
NR3C1	10	8.3931e-01	1.000000
KIAA1644	10	8.3931e-01	1.000000
ZIK1	10	8.3931e-01	1.000000
RBM24	10	8.3931e-01	1.000000
AP5Z1	10	8.3931e-01	1.000000
PHF21A	10	8.3931e-01	1.000000
DAPK3	10	8.3931e-01	1.000000
FAM53A	10	8.3931e-01	1.000000
LMTK2	10	8.3931e-01	1.000000
PCGF6	10	8.3931e-01	1.000000
ZFYVE26	10	8.3931e-01	1.000000
C11orf70	10	8.3931e-01	1.000000
PIN4	10	8.3931e-01	1.000000
LEPRE1	10	8.3931e-01	1.000000
PSMD8	10	8.3931e-01	1.000000
DYRK1A	10	8.3931e-01	1.000000
FAM20C	10	8.3931e-01	1.000000
NUDT1	10	8.3931e-01	1.000000
RFXAP	10	8.3931e-01	1.000000
MARK4	10	8.3931e-01	1.000000
LSM2	10	8.3931e-01	1.000000
CMPK2	10	8.3931e-01	1.000000
RPS4Y2	49	8.4817e-01	1.000000
NUP62CL	10	8.4899e-01	1.000000
SIM1	10	8.4899e-01	1.000000
C3orf20	10	8.4899e-01	1.000000
MYO6	10	8.4899e-01	1.000000
NUP205	10	8.4899e-01	1.000000
GABRB1	10	8.4899e-01	1.000000
NOX4	10	8.4899e-01	1.000000
IRF7	10	8.4899e-01	1.000000
PATZ1	10	8.4899e-01	1.000000
RBM15	10	8.4899e-01	1.000000
IL1RN	10	8.4899e-01	1.000000
CCDC25	10	8.4899e-01	1.000000
MAD1L1	10	8.4899e-01	1.000000
RBM20	10	8.4899e-01	1.000000
PRPF18	10	8.4899e-01	1.000000
SCRT2	10	8.4899e-01	1.000000
CCDC120	10	8.4899e-01	1.000000
TMEM135	10	8.4899e-01	1.000000
RAX2	10	8.4899e-01	1.000000
QKI	10	8.4899e-01	1.000000
FAM227A	10	8.4899e-01	1.000000
TXNL4B	10	8.4899e-01	1.000000
BARX2	10	8.4899e-01	1.000000
TGFB2	10	8.4899e-01	1.000000
AIRE	10	8.4899e-01	1.000000
LHX1	10	8.4899e-01	1.000000
PSKH1	10	8.4899e-01	1.000000
C9orf129	10	8.4899e-01	1.000000
HOXC9	10	8.4899e-01	1.000000
NUP133	10	8.4899e-01	1.000000
FAM135B	10	8.4899e-01	1.000000
RPL22L1	20	8.5343e-01	1.000000
RASL10A	10	8.5805e-01	1.000000
HES3	10	8.5805e-01	1.000000
WDR27	10	8.5805e-01	1.000000
ACTRT3	10	8.5805e-01	1.000000
ZNF491	10	8.5805e-01	1.000000
IL33	10	8.5805e-01	1.000000
ARL4C	10	8.5805e-01	1.000000
FBXO38	10	8.5805e-01	1.000000
ZFP62	10	8.5805e-01	1.000000
HUS1B	10	8.5805e-01	1.000000
YPEL1	10	8.5805e-01	1.000000
SPTBN4	10	8.5805e-01	1.000000
PTHLH	10	8.5805e-01	1.000000
SETD3	10	8.5805e-01	1.000000
ANKRD12	10	8.5805e-01	1.000000
ZNF385C	10	8.5805e-01	1.000000
BCL9	10	8.5805e-01	1.000000
TRERF1	10	8.5805e-01	1.000000
PURB	10	8.5805e-01	1.000000
KANSL3	10	8.5805e-01	1.000000
ZRSR2	10	8.5805e-01	1.000000
NDN	10	8.5805e-01	1.000000
TGFBR1	10	8.5805e-01	1.000000
SLC4A1AP	10	8.5805e-01	1.000000
C17orf80	10	8.5805e-01	1.000000
NMRAL1	10	8.5805e-01	1.000000
GALNT3	10	8.5805e-01	1.000000
ZNF260	10	8.5805e-01	1.000000
S100A13	10	8.5805e-01	1.000000
RERG	10	8.5805e-01	1.000000
GAS1	10	8.5805e-01	1.000000
GTF2E2	10	8.5805e-01	1.000000
HDGF	10	8.5805e-01	1.000000
ZNF430	10	8.5805e-01	1.000000
BTBD8	10	8.5805e-01	1.000000
APBA1	10	8.5805e-01	1.000000
DET1	10	8.5805e-01	1.000000
ZCCHC2	10	8.5805e-01	1.000000
CXorf61	10	8.5805e-01	1.000000
ACHE	10	8.5805e-01	1.000000
CDKL5	10	8.5805e-01	1.000000
CCDC172	10	8.5805e-01	1.000000
ZIC2	10	8.5805e-01	1.000000
HMOX1	10	8.6663e-01	1.000000
C7orf41	10	8.6663e-01	1.000000
TMBIM6	10	8.6663e-01	1.000000
MS4A1	10	8.6663e-01	1.000000
ZNF471	10	8.6663e-01	1.000000
CNOT8	10	8.6663e-01	1.000000
FKBP5	10	8.6663e-01	1.000000
SLC11A2	10	8.6663e-01	1.000000
TBX15	10	8.6663e-01	1.000000
SLC2A1	10	8.6663e-01	1.000000
ZNF410	10	8.6663e-01	1.000000
CCDC50	10	8.6663e-01	1.000000
CLSTN1	10	8.6663e-01	1.000000
C4orf45	10	8.6663e-01	1.000000
NOL6	10	8.6663e-01	1.000000
ZBTB40	10	8.6663e-01	1.000000
HOXA1	10	8.6663e-01	1.000000
SCAND3	10	8.6663e-01	1.000000
SLC30A9	10	8.6663e-01	1.000000
KIAA0825	10	8.6663e-01	1.000000
FAM160A1	10	8.6663e-01	1.000000
MDFI	10	8.6663e-01	1.000000
SNCA	10	8.6663e-01	1.000000
KIF2A	10	8.6663e-01	1.000000
RALGAPA2	10	8.6663e-01	1.000000
KIF20B	10	8.6663e-01	1.000000
TMEM222	10	8.6663e-01	1.000000
ANKRD7	10	8.6663e-01	1.000000
TDRD3	10	8.6663e-01	1.000000
ZNF594	10	8.6663e-01	1.000000
SMAGP	10	8.6663e-01	1.000000
RPS27	14	8.7374e-01	1.000000
SUPT3H	10	8.7451e-01	1.000000
MAFF	10	8.7451e-01	1.000000
EEF2K	10	8.7451e-01	1.000000
CCDC96	10	8.7451e-01	1.000000
NF2	10	8.7451e-01	1.000000
DNASE1L3	10	8.7451e-01	1.000000
TFAP2B	10	8.7451e-01	1.000000
NEK6	10	8.7451e-01	1.000000
CBX8	10	8.7451e-01	1.000000
ZCCHC17	10	8.7451e-01	1.000000
FAM5B	10	8.7451e-01	1.000000
ZHX3	10	8.7451e-01	1.000000
ZNF585A	10	8.7451e-01	1.000000
SPRED1	10	8.7451e-01	1.000000
CHAT	10	8.7451e-01	1.000000
SFMBT1	10	8.7451e-01	1.000000
TMEM86B	10	8.7451e-01	1.000000
RAD1	10	8.7451e-01	1.000000
C20orf195	10	8.7451e-01	1.000000
MSI1	10	8.7451e-01	1.000000
TERF2	10	8.7451e-01	1.000000
CTSA	10	8.7451e-01	1.000000
MIF4GD	10	8.7451e-01	1.000000
STRBP	10	8.7451e-01	1.000000
MEX3B	10	8.7451e-01	1.000000
TEX12	10	8.7451e-01	1.000000
LRRC16A	10	8.7451e-01	1.000000
ZNF224	10	8.7451e-01	1.000000
EIF2AK1	10	8.7451e-01	1.000000
ZNF92	10	8.7451e-01	1.000000
RCC2	10	8.7451e-01	1.000000
URB2	10	8.8161e-01	1.000000
MIER1	10	8.8161e-01	1.000000
C2orf53	10	8.8161e-01	1.000000
STRADB	10	8.8161e-01	1.000000
ZNF443	10	8.8161e-01	1.000000
SPOP	10	8.8161e-01	1.000000
ZNF211	10	8.8161e-01	1.000000
ASCL1	10	8.8161e-01	1.000000
RAF1	10	8.8161e-01	1.000000
PTK6	10	8.8161e-01	1.000000
HNRNPAB	10	8.8161e-01	1.000000
NR6A1	10	8.8161e-01	1.000000
ZRANB1	10	8.8161e-01	1.000000
SMC2	10	8.8161e-01	1.000000
HAT1	10	8.8161e-01	1.000000
ZHX2	10	8.8161e-01	1.000000
PBX2	10	8.8161e-01	1.000000
EPHA4	10	8.8161e-01	1.000000
NR1D1	10	8.8161e-01	1.000000
LMCD1	10	8.8161e-01	1.000000
C1orf168	10	8.8161e-01	1.000000
ZNF222	10	8.8161e-01	1.000000
ZNF354A	10	8.8161e-01	1.000000
H1F0	10	8.8161e-01	1.000000
C10orf111	10	8.8846e-01	1.000000
FOXI3	10	8.8846e-01	1.000000
HEXIM1	10	8.8846e-01	1.000000
GLI1	10	8.8846e-01	1.000000
ZNF557	10	8.8846e-01	1.000000
KDM5B	10	8.8846e-01	1.000000
TWIST2	10	8.8846e-01	1.000000
AKT1	10	8.8846e-01	1.000000
RHOXF1	10	8.8846e-01	1.000000
SETDB2	10	8.8846e-01	1.000000
NUP37	10	8.8846e-01	1.000000
SIAH2	10	8.8846e-01	1.000000
MXI1	10	8.8846e-01	1.000000
BCAS3	10	8.8846e-01	1.000000
SP4	10	8.8846e-01	1.000000
PTBP1	10	8.8846e-01	1.000000
CLEC3B	10	8.8846e-01	1.000000
L3MBTL4	10	8.8846e-01	1.000000
RPS6KB1	10	8.8846e-01	1.000000
WIPI2	10	8.8846e-01	1.000000
HOXC5	10	8.8846e-01	1.000000
APAF1	10	8.8846e-01	1.000000
NOL8	10	8.8846e-01	1.000000
ZNF474	10	8.8846e-01	1.000000
C22orf46	10	8.8846e-01	1.000000
CABP1	10	8.8846e-01	1.000000
ERI1	10	8.8846e-01	1.000000
TC2N	10	8.8846e-01	1.000000
CCDC42B	10	8.8846e-01	1.000000
FAM19A1	10	8.8846e-01	1.000000
ZNF610	10	8.8846e-01	1.000000
RBM45	10	8.9524e-01	1.000000
WNT9A	10	8.9524e-01	1.000000
C16orf78	10	8.9524e-01	1.000000
CMTM8	10	8.9524e-01	1.000000
NDRG1	10	8.9524e-01	1.000000
ITGB1BP1	10	8.9524e-01	1.000000
RFX1	10	8.9524e-01	1.000000
C14orf37	10	8.9524e-01	1.000000
GMCL1	10	8.9524e-01	1.000000
BSPRY	10	8.9524e-01	1.000000
PRDM2	10	8.9524e-01	1.000000
ETS1	10	8.9524e-01	1.000000
SLC50A1	10	8.9524e-01	1.000000
BAIAP2L1	10	8.9524e-01	1.000000
TMEM30B	10	8.9524e-01	1.000000
C3orf33	10	8.9524e-01	1.000000
DPF3	10	8.9524e-01	1.000000
ICK	10	8.9524e-01	1.000000
C11orf35	10	8.9524e-01	1.000000
HLF	10	8.9524e-01	1.000000
CALML6	10	8.9524e-01	1.000000
POU2AF1	10	8.9524e-01	1.000000
ZNF436	10	8.9524e-01	1.000000
FGF1	10	8.9524e-01	1.000000
TBR1	10	8.9524e-01	1.000000
AAK1	10	8.9524e-01	1.000000
TBCK	10	8.9524e-01	1.000000
FANCC	10	8.9524e-01	1.000000
MPLKIP	10	8.9524e-01	1.000000
TTBK2	10	8.9524e-01	1.000000
SRC	10	8.9524e-01	1.000000
SORT1	10	8.9524e-01	1.000000
USP28	10	8.9524e-01	1.000000
ZDHHC4	10	8.9524e-01	1.000000
AKR1C3	10	8.9524e-01	1.000000
PEG3	10	8.9524e-01	1.000000
PEG10	10	8.9524e-01	1.000000
GADD45G	10	8.9524e-01	1.000000
ZNF134	10	8.9524e-01	1.000000
POLA2	10	8.9524e-01	1.000000
OTUD7B	10	8.9524e-01	1.000000
INO80D	10	8.9524e-01	1.000000
C19orf60	10	8.9524e-01	1.000000
ADH5	10	8.9524e-01	1.000000
QSOX2	10	8.9524e-01	1.000000
DNAJB11	10	8.9524e-01	1.000000
FAM184A	10	8.9524e-01	1.000000
ZNF232	10	8.9524e-01	1.000000
BRAP	10	8.9524e-01	1.000000
BRD2	10	8.9524e-01	1.000000
RPL39	4	8.9996e-01	1.000000
MOSPD1	10	9.0165e-01	1.000000
XRRA1	10	9.0165e-01	1.000000
NKX6-1	10	9.0165e-01	1.000000
KLK6	10	9.0165e-01	1.000000
ZBBX	10	9.0165e-01	1.000000
MITF	10	9.0165e-01	1.000000
ZFP69B	10	9.0165e-01	1.000000
TCEANC2	10	9.0165e-01	1.000000
HOXD3	10	9.0165e-01	1.000000
DMBX1	10	9.0165e-01	1.000000
GON4L	10	9.0165e-01	1.000000
HNF1A	10	9.0165e-01	1.000000
TMEM256	10	9.0165e-01	1.000000
ZNF581	10	9.0165e-01	1.000000
BACH2	10	9.0165e-01	1.000000
DBP	10	9.0165e-01	1.000000
IPPK	10	9.0165e-01	1.000000
ARNT	10	9.0165e-01	1.000000
ZNF561	10	9.0165e-01	1.000000
ZNF559	10	9.0165e-01	1.000000
CRX	10	9.0165e-01	1.000000
RCHY1	10	9.0165e-01	1.000000
REV1	10	9.0165e-01	1.000000
CASP7	10	9.0165e-01	1.000000
TMEM45B	10	9.0165e-01	1.000000
TOR1AIP2	10	9.0165e-01	1.000000
TMEM8B	10	9.0165e-01	1.000000
CDK20	10	9.0774e-01	1.000000
CDK18	10	9.0774e-01	1.000000
MYNN	10	9.0774e-01	1.000000
TMEM170B	10	9.0774e-01	1.000000
ZSCAN10	10	9.0774e-01	1.000000
PRKD1	10	9.0774e-01	1.000000
SPDYC	10	9.0774e-01	1.000000
DEDD2	10	9.0774e-01	1.000000
HES2	10	9.0774e-01	1.000000
TAF1D	10	9.0774e-01	1.000000
VIPR1	10	9.0774e-01	1.000000
LIN28B	10	9.0774e-01	1.000000
PARP1	10	9.0774e-01	1.000000
DNTTIP1	10	9.0774e-01	1.000000
C19orf80	10	9.0774e-01	1.000000
ZNF219	10	9.0774e-01	1.000000
C19orf55	10	9.0774e-01	1.000000
FMR1	10	9.0774e-01	1.000000
NUPL2	10	9.0774e-01	1.000000
ZNF292	10	9.0774e-01	1.000000
C1orf185	10	9.0774e-01	1.000000
TSN	10	9.0774e-01	1.000000
PIWIL4	10	9.0774e-01	1.000000
MTUS1	10	9.0774e-01	1.000000
SYNCRIP	10	9.0774e-01	1.000000
C22orf39	10	9.0774e-01	1.000000
PPM1E	10	9.0774e-01	1.000000
SHMT1	10	9.0774e-01	1.000000
POU6F2	10	9.0774e-01	1.000000
FAM104B	10	9.0774e-01	1.000000
ACTN4	10	9.0774e-01	1.000000
FAM212A	10	9.0774e-01	1.000000
ZSCAN12	10	9.0774e-01	1.000000
ZCCHC8	10	9.0774e-01	1.000000
NR4A1	10	9.0774e-01	1.000000
ZZZ3	9	9.1228e-01	1.000000
WDFY1	10	9.1342e-01	1.000000
DSCR3	10	9.1342e-01	1.000000
